name	kind	evidence	profiles	member	line	byte-offset	registered-in	display-name	display-source	fields	references	anchor
welanhelm	artifact	registered-by-operator	vanilla,patch302,gs5r3	gs\artifact\welanhelm.gs	1	0	gs\artifact.gs	Welan's Helmet	text-table	16	2	artifact-welanhelm
welanmail	artifact	registered-by-operator	vanilla,patch302,gs5r3	gs\artifact\welanmail.gs	1	0	gs\artifact.gs	Welan's Mail Hauberk	text-table	13	2	artifact-welanmail
welanplate	artifact	registered-by-operator	vanilla,patch302,gs5r3	gs\artifact\welanplate.gs	1	0	gs\artifact.gs	Welan's Plate Armor	text-table	17	3	artifact-welanplate
wexcross	artifact	registered-by-operator	vanilla,patch302,gs5r3	gs\artifact\Wexcross.gs	1	0	gs\artifact.gs	Wextan's Crossbow	text-table	14	3	artifact-wexcross
windbreaker	artifact	registered-by-operator	vanilla,patch302	gs\artifact\windbrkr.gs	1	0	gs\artifact.gs	Stormbreaker	declared-name	18	7	artifact-windbreaker
writofcamd	artifact	registered-by-operator	vanilla,patch302,gs5r3	gs\artifact\writofcamd.gs	1	0	gs\artifact.gs	Writ of Cameliard	text-table	13	4	artifact-writofcamd
BARRACKS	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	10795	gs\building.gs	-	-	3	52	building-barracks
HUT	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	11211	gs\building.gs	-	-	3	24	building-hut
KEEP	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	10077	gs\building.gs	-	-	3	102	building-keep
LIBRARY	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	10894	gs\building.gs	-	-	3	20	building-library
MAGISTRATE	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	10396	gs\building.gs	-	-	3	41	building-magistrate
MARKETPLACE	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	10687	gs\building.gs	-	-	3	33	building-marketplace
SPECIAL_BUILDING	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	11097	gs\building.gs	-	-	3	56	building-special-building
TAVERN	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	10594	gs\building.gs	-	-	3	34	building-tavern
TEMPLE	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	10501	gs\building.gs	-	-	3	35	building-temple
THIEVES_GUILD	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	10283	gs\building.gs	-	-	3	50	building-thieves-guild
WATCH_TOWER	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	10990	gs\building.gs	-	-	3	29	building-watch-tower
WIZARDS_TOWER	building	call-site-tuple	vanilla,patch302,gs5r3	gs\building.gs	1	10170	gs\building.gs	-	-	3	57	building-wizards-tower
aigtem	encounter	catalog-entry	vanilla,patch302	gs\dungeons\aigtem.gs	1	0	gs\dungeons.gs	Air Great Temple	declared-name	15	0	encounter-aigtem
air/aicave	encounter	catalog-entry	gs5r3	gs\dungeons\air\aicave.gs	1	0	gs\DUNGEONS5.gs	Air Cave	encounter-key	37	0	encounter-air-aicave
air/aidung	encounter	catalog-entry	gs5r3	gs\dungeons\air\aidung.gs	1	0	gs\DUNGEONS5.gs	Icey Keep	declared-name	16	0	encounter-air-aidung
air/aigtem	encounter	catalog-entry	gs5r3	gs\dungeons\air\aigtem.gs	1	0	gs\DUNGEONS5.gs	Air Great Temple	declared-name	15	0	encounter-air-aigtem
air/aimina	encounter	catalog-entry	gs5r3	gs\dungeons\air\aimina.gs	1	0	gs\DUNGEONS5.gs	Air Brew	encounter-key	18	0	encounter-air-aimina
air/aiminc	encounter	catalog-entry	gs5r3	gs\dungeons\air\aiminc.gs	1	0	gs\DUNGEONS5.gs	Air Crystal	encounter-key	18	0	encounter-air-aiminc
air/aiming	encounter	catalog-entry	gs5r3	gs\dungeons\air\aiming.gs	1	0	gs\DUNGEONS5.gs	Air Gold	encounter-key	18	0	encounter-air-aiming
air/aimult	encounter	catalog-entry	gs5r3	gs\dungeons\air\aimult.gs	1	0	gs\DUNGEONS5.gs	Air Multi	encounter-key	15	0	encounter-air-aimult
air/airmult	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\air\airmult.gs	1	0	gs\dungeons.gs	-	-	15	0	encounter-air-airmult
air/aistat	encounter	catalog-entry	gs5r3	gs\dungeons\air\aistat.gs	1	0	gs\DUNGEONS5.gs	Air Statue	encounter-key	18	0	encounter-air-aistat
air/aitowe	encounter	catalog-entry	gs5r3	gs\dungeons\air\aitowe.gs	1	0	gs\DUNGEONS5.gs	Air Tower	encounter-key	16	0	encounter-air-aitowe
air/frost_dragoncave	encounter	catalog-entry	gs5r3	gs\dungeons\air\frost_dragoncave.gs	1	0	gs\DUNGEONS5.gs	Frost Dragons' Lair	declared-name	17	0	encounter-air-frost-dragoncave
air/gen_sprite	encounter	catalog-entry	gs5r3	gs\dungeons\air\gen_sprite.gs	1	0	gs\dungeons.gs	Sprite Cave	declared-name	15	0	encounter-air-gen-sprite
air/genair	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\air\genair.gs	1	0	gs\dungeons.gs	Cave	declared-name	16	0	encounter-air-genair
bridge	encounter	catalog-entry	vanilla,patch302	gs\dungeons\bridge.gs	1	0	gs\dungeons.gs	Troll Bridge	encounter-key	17	0	encounter-bridge
chaos/chaosmult	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\chaos\chaosmult.gs	1	0	gs\dungeons.gs	-	-	15	0	encounter-chaos-chaosmult
chaos/chcave	encounter	catalog-entry	gs5r3	gs\dungeons\chaos\chcave.gs	1	0	gs\DUNGEONS5.gs	Chaos Cave	encounter-key	37	0	encounter-chaos-chcave
chaos/chdung	encounter	catalog-entry	gs5r3	gs\dungeons\chaos\chdung.gs	1	0	gs\DUNGEONS5.gs	Barbarian Stronghold	declared-name	16	0	encounter-chaos-chdung
chaos/chgtem	encounter	catalog-entry	gs5r3	gs\dungeons\chaos\chgtem.gs	1	0	gs\DUNGEONS5.gs	Chaos Great Temple	declared-name	15	0	encounter-chaos-chgtem
chaos/chmina	encounter	catalog-entry	gs5r3	gs\dungeons\chaos\chmina.gs	1	0	gs\DUNGEONS5.gs	Chaos Brew	encounter-key	18	0	encounter-chaos-chmina
chaos/chminc	encounter	catalog-entry	gs5r3	gs\dungeons\chaos\chminc.gs	1	0	gs\DUNGEONS5.gs	Chaos Crystal	encounter-key	18	0	encounter-chaos-chminc
chaos/chming	encounter	catalog-entry	gs5r3	gs\dungeons\chaos\chming.gs	1	0	gs\DUNGEONS5.gs	Chaos Gold	encounter-key	18	0	encounter-chaos-chming
chaos/chmult	encounter	catalog-entry	gs5r3	gs\dungeons\chaos\chmult.gs	1	0	gs\DUNGEONS5.gs	Chaos Multi	encounter-key	15	0	encounter-chaos-chmult
chaos/chstat	encounter	catalog-entry	gs5r3	gs\dungeons\chaos\chstat.gs	1	0	gs\DUNGEONS5.gs	Chaos Statue	encounter-key	18	0	encounter-chaos-chstat
chaos/chtowe	encounter	catalog-entry	gs5r3	gs\dungeons\chaos\chtowe.gs	1	0	gs\DUNGEONS5.gs	Chaos Tower	encounter-key	16	0	encounter-chaos-chtowe
chaos/cyclopscave	encounter	catalog-entry	gs5r3	gs\dungeons\chaos\cyclopscave.gs	1	0	gs\DUNGEONS5.gs	Cyclops Cave	encounter-key	17	0	encounter-chaos-cyclopscave
chaos/genchaos	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\chaos\genchaos.gs	1	0	gs\dungeons.gs	Chaos Encounter	declared-name	16	0	encounter-chaos-genchaos
chaos/genorc	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\chaos\genorc.gs	1	0	gs\dungeons.gs	Orc Lair	declared-name	15	0	encounter-chaos-genorc
chaos/witchtowr	encounter	catalog-entry	gs5r3	gs\dungeons\chaos\witchtowr.gs	1	0	gs\DUNGEONS5.gs	Witch Tower	encounter-key	17	0	encounter-chaos-witchtowr
chgtem	encounter	catalog-entry	vanilla,patch302	gs\dungeons\chgtem.gs	1	0	gs\dungeons.gs	Chaos Great Temple	declared-name	15	0	encounter-chgtem
cyclopscave	encounter	catalog-entry	vanilla,patch302	gs\dungeons\cyclopscave.gs	1	0	gs\dungeons.gs	Cyclops cave	encounter-key	17	0	encounter-cyclopscave
death/altosac	encounter	catalog-entry	vanilla,patch302	gs\dungeons\death\altosac.gs	1	0	gs\dungeons.gs	Altar of Sacrifice	declared-name	15	0	encounter-death-altosac
death/deathcaves	encounter	catalog-entry	vanilla,patch302	gs\dungeons\death\deathcaves.gs	1	0	gs\dungeons.gs	DEATH - CAVES	encounter-key	16	0	encounter-death-deathcaves
death/deathgt	encounter	catalog-entry	vanilla,patch302	gs\dungeons\death\deathgt.gs	1	0	gs\dungeons.gs	Death Great Temple	encounter-key	20	0	encounter-death-deathgt
death/deathmult	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\death\deathmult.gs	1	0	gs\dungeons.gs	-	-	15	0	encounter-death-deathmult
death/decave	encounter	catalog-entry	gs5r3	gs\dungeons\death\decave.gs	1	0	gs\DUNGEONS5.gs	Death Cave	encounter-key	36	0	encounter-death-decave
death/dedung	encounter	catalog-entry	gs5r3	gs\dungeons\death\dedung.gs	1	0	gs\DUNGEONS5.gs	Golgothan Castle	declared-name	16	0	encounter-death-dedung
death/degtem	encounter	catalog-entry	gs5r3	gs\dungeons\death\degtem.gs	1	0	gs\DUNGEONS5.gs	Death Great Temple	declared-name	15	0	encounter-death-degtem
death/demina	encounter	catalog-entry	gs5r3	gs\dungeons\death\demina.gs	1	0	gs\DUNGEONS5.gs	Death Brew	encounter-key	18	0	encounter-death-demina
death/deminc	encounter	catalog-entry	gs5r3	gs\dungeons\death\deminc.gs	1	0	gs\DUNGEONS5.gs	Death Crystal	encounter-key	18	0	encounter-death-deminc
death/deming	encounter	catalog-entry	gs5r3	gs\dungeons\death\deming.gs	1	0	gs\DUNGEONS5.gs	Death Gold	encounter-key	18	0	encounter-death-deming
death/demult	encounter	catalog-entry	gs5r3	gs\dungeons\death\demult.gs	1	0	gs\DUNGEONS5.gs	Death Multi	encounter-key	15	0	encounter-death-demult
death/destat	encounter	catalog-entry	gs5r3	gs\dungeons\death\destat.gs	1	0	gs\DUNGEONS5.gs	Death Statue	encounter-key	18	0	encounter-death-destat
death/detowe	encounter	catalog-entry	gs5r3	gs\dungeons\death\detowe.gs	1	0	gs\DUNGEONS5.gs	Death Tower	encounter-key	16	0	encounter-death-detowe
death/encounter2	encounter	catalog-entry	vanilla,patch302	gs\dungeons\death\encounter2.gs	1	0	gs\dungeons.gs	DEATH A1E2 - ESTATUE	encounter-key	18	0	encounter-death-encounter2
death/encounter3	encounter	catalog-entry	vanilla,patch302	gs\dungeons\death\encounter3.gs	1	0	gs\dungeons.gs	DEATH A1E3- HSTATUE	encounter-key	21	0	encounter-death-encounter3
death/encounter4a	encounter	catalog-entry	vanilla,patch302	gs\dungeons\death\encounter4a.gs	1	0	gs\dungeons.gs	DEATH A1E4- LICH	encounter-key	18	0	encounter-death-encounter4a
death/encounter4b	encounter	catalog-entry	vanilla,patch302	gs\dungeons\death\encounter4b.gs	1	0	gs\dungeons.gs	DEATH A1E4B- LICH	encounter-key	17	0	encounter-death-encounter4b
death/encounter4c	encounter	catalog-entry	vanilla,patch302	gs\dungeons\death\encounter4c.gs	1	0	gs\dungeons.gs	DEATH A1E4c- LICH	encounter-key	19	0	encounter-death-encounter4c
death/encounter5	encounter	catalog-entry	vanilla,patch302	gs\dungeons\death\encounter5.gs	1	0	gs\dungeons.gs	DEATH A1E5 - KING	encounter-key	20	0	encounter-death-encounter5
death/gen_undead	encounter	catalog-entry	gs5r3	gs\dungeons\death\gen_undead.gs	1	0	gs\dungeons.gs	Undead Village	declared-name	17	0	encounter-death-gen-undead
death/gendeath	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\death\gendeath.gs	1	0	gs\dungeons.gs	Death Encounter	encounter-key	17	0	encounter-death-gendeath
death/lichcastle	encounter	catalog-entry	gs5r3	gs\dungeons\death\lichcastle.gs	1	0	gs\DUNGEONS5.gs	Lich Castle	declared-name	17	0	encounter-death-lichcastle
death/quest/altosac	encounter	catalog-entry	gs5r3	gs\dungeons\death\quest\altosac.gs	1	0	gs\DUNGEONS5.gs	Altar of Sacrifice	declared-name	15	0	encounter-death-quest-altosac
death/quest/deathcaves	encounter	catalog-entry	gs5r3	gs\dungeons\death\quest\deathcaves.gs	1	0	gs\DUNGEONS5.gs	DEATH - CAVES	encounter-key	16	0	encounter-death-quest-deathcaves
death/quest/deathgt	encounter	catalog-entry	gs5r3	gs\dungeons\death\quest\deathgt.gs	1	0	gs\DUNGEONS5.gs	Death Great Temple	encounter-key	20	0	encounter-death-quest-deathgt
death/quest/encounter2	encounter	catalog-entry	gs5r3	gs\dungeons\death\quest\encounter2.gs	1	0	gs\DUNGEONS5.gs	DEATH A1E2 - ESTATUE	encounter-key	18	0	encounter-death-quest-encounter2
death/quest/encounter3	encounter	catalog-entry	gs5r3	gs\dungeons\death\quest\encounter3.gs	1	0	gs\DUNGEONS5.gs	DEATH A1E3- HSTATUE	encounter-key	21	0	encounter-death-quest-encounter3
death/quest/encounter4a	encounter	catalog-entry	gs5r3	gs\dungeons\death\quest\encounter4a.gs	1	0	gs\DUNGEONS5.gs	DEATH A1E4- LICH	encounter-key	18	0	encounter-death-quest-encounter4a
death/quest/encounter4b	encounter	catalog-entry	gs5r3	gs\dungeons\death\quest\encounter4b.gs	1	0	gs\DUNGEONS5.gs	DEATH A1E4B- LICH	encounter-key	17	0	encounter-death-quest-encounter4b
death/quest/encounter4c	encounter	catalog-entry	gs5r3	gs\dungeons\death\quest\encounter4c.gs	1	0	gs\DUNGEONS5.gs	DEATH A1E4c- LICH	encounter-key	19	0	encounter-death-quest-encounter4c
death/quest/encounter5	encounter	catalog-entry	gs5r3	gs\dungeons\death\quest\encounter5.gs	1	0	gs\DUNGEONS5.gs	DEATH A1E5 - KING	encounter-key	20	0	encounter-death-quest-encounter5
death/vamp_nest	encounter	catalog-entry	gs5r3	gs\dungeons\death\vamp_nest.gs	1	0	gs\DUNGEONS5.gs	Vampire's Nest	declared-name	17	0	encounter-death-vamp-nest
degtem	encounter	catalog-entry	vanilla,patch302	gs\dungeons\degtem.gs	1	0	gs\dungeons.gs	Death Great Temple	declared-name	15	0	encounter-degtem
dragoncave	encounter	catalog-entry	vanilla,patch302	gs\dungeons\dragoncave.gs	1	0	gs\dungeons.gs	Dragon's Lair	encounter-key	17	0	encounter-dragoncave
dummy	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\dummy.gs	1	0	gs\dungeons.gs	Padding Encounter	declared-name	13	5609	encounter-dummy
eagtem	encounter	catalog-entry	vanilla,patch302	gs\dungeons\eagtem.gs	1	0	gs\dungeons.gs	Earth Great Temple	declared-name	15	0	encounter-eagtem
earth/barrow2	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\barrow2.gs	1	0	gs\dungeons.gs	Barrow Level2	encounter-key	22	0	encounter-earth-barrow2
earth/barrows	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\barrows.gs	1	0	gs\dungeons.gs	Barrows	encounter-key	23	0	encounter-earth-barrows
earth/bridge	encounter	catalog-entry	gs5r3	gs\dungeons\earth\bridge.gs	1	0	gs\DUNGEONS5.gs	Troll Bridge	encounter-key	17	0	encounter-earth-bridge
earth/eacave	encounter	catalog-entry	gs5r3	gs\dungeons\earth\eacave.gs	1	0	gs\DUNGEONS5.gs	Earth Cave	encounter-key	36	0	encounter-earth-eacave
earth/eadung	encounter	catalog-entry	gs5r3	gs\dungeons\earth\eadung.gs	1	0	gs\DUNGEONS5.gs	Dwarven Stronghold	declared-name	16	0	encounter-earth-eadung
earth/eagtem	encounter	catalog-entry	gs5r3	gs\dungeons\earth\eagtem.gs	1	0	gs\DUNGEONS5.gs	Earth Great Temple	declared-name	15	0	encounter-earth-eagtem
earth/eamina	encounter	catalog-entry	gs5r3	gs\dungeons\earth\eamina.gs	1	0	gs\DUNGEONS5.gs	Earth Brew	encounter-key	18	0	encounter-earth-eamina
earth/eaminc	encounter	catalog-entry	gs5r3	gs\dungeons\earth\eaminc.gs	1	0	gs\DUNGEONS5.gs	Earth Crystal	encounter-key	18	0	encounter-earth-eaminc
earth/eaming	encounter	catalog-entry	gs5r3	gs\dungeons\earth\eaming.gs	1	0	gs\DUNGEONS5.gs	Earth Gold	encounter-key	18	0	encounter-earth-eaming
earth/eamult	encounter	catalog-entry	gs5r3	gs\dungeons\earth\eamult.gs	1	0	gs\DUNGEONS5.gs	Earth Multi	encounter-key	15	0	encounter-earth-eamult
earth/earthmult	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\earth\earthmult.gs	1	0	gs\dungeons.gs	-	-	15	0	encounter-earth-earthmult
earth/eastat	encounter	catalog-entry	gs5r3	gs\dungeons\earth\eastat.gs	1	0	gs\DUNGEONS5.gs	Earth Statue	encounter-key	18	0	encounter-earth-eastat
earth/eatowe	encounter	catalog-entry	gs5r3	gs\dungeons\earth\eatowe.gs	1	0	gs\DUNGEONS5.gs	Earth Tower	encounter-key	16	0	encounter-earth-eatowe
earth/encounter1	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter1.gs	1	0	gs\dungeons.gs	EA A0E1 Home	encounter-key	20	0	encounter-earth-encounter1
earth/encounter10	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter10.gs	1	0	gs\dungeons.gs	EA A3E6 ElvenFort	encounter-key	19	0	encounter-earth-encounter10
earth/encounter11	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter11.gs	1	0	gs\dungeons.gs	EA A3E7 ElvenCity	encounter-key	14	0	encounter-earth-encounter11
earth/encounter12	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter12.gs	1	0	gs\dungeons.gs	EA A4E1 Pantry	encounter-key	24	0	encounter-earth-encounter12
earth/encounter13	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter13.gs	1	0	gs\dungeons.gs	EA A5E2 RuinedFort	encounter-key	20	0	encounter-earth-encounter13
earth/encounter14	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter14.gs	1	0	gs\dungeons.gs	EA A6E1 OrcWarrior	encounter-key	22	0	encounter-earth-encounter14
earth/encounter15	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter15.gs	1	0	gs\dungeons.gs	EA A7E1 Ship4Sale	encounter-key	21	0	encounter-earth-encounter15
earth/encounter16	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter16.gs	1	0	gs\dungeons.gs	EA A7E2 El.Parties	encounter-key	20	0	encounter-earth-encounter16
earth/encounter17	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter17.gs	1	0	gs\dungeons.gs	EA A8E1 King's Ret.	encounter-key	19	0	encounter-earth-encounter17
earth/encounter18	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter18.gs	1	0	gs\dungeons.gs	EA A8E2 N.Village	encounter-key	20	0	encounter-earth-encounter18
earth/encounter19	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter19.gs	1	0	gs\dungeons.gs	EA A8E3 S.Village	encounter-key	20	0	encounter-earth-encounter19
earth/encounter2	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter2.gs	1	0	gs\dungeons.gs	EA A1E1 Hrothgar's	encounter-key	22	0	encounter-earth-encounter2
earth/encounter20	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter20.gs	1	0	gs\dungeons.gs	EA A8E4 W.Village	encounter-key	20	0	encounter-earth-encounter20
earth/encounter21	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter21.gs	1	0	gs\dungeons.gs	EA A8E5 E.Village	encounter-key	20	0	encounter-earth-encounter21
earth/encounter22	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter22.gs	1	0	gs\dungeons.gs	EA A8E6 OrderGTA	encounter-key	22	0	encounter-earth-encounter22
earth/encounter23	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter23.gs	1	0	gs\dungeons.gs	EA A8E7 OrderGTB	encounter-key	23	0	encounter-earth-encounter23
earth/encounter24	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter24.gs	1	0	gs\dungeons.gs	EA A8E8 ORCity	encounter-key	17	0	encounter-earth-encounter24
earth/encounter25	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter25.gs	1	0	gs\dungeons.gs	EA A8E9 Roving	encounter-key	20	0	encounter-earth-encounter25
earth/encounter26	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter26.gs	1	0	gs\dungeons.gs	EA A9E1 Vyrm Att.	encounter-key	21	0	encounter-earth-encounter26
earth/encounter27	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter27.gs	1	0	gs\dungeons.gs	EA A9E2 Hermod's	encounter-key	20	0	encounter-earth-encounter27
earth/encounter27B	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter27B.gs	1	0	gs\dungeons.gs	EA A9E2 Hermod's level 2	encounter-key	21	0	encounter-earth-encounter27b
earth/encounter28	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter28.gs	1	0	gs\dungeons.gs	EA Orc city	encounter-key	19	0	encounter-earth-encounter28
earth/encounter28B	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter28B.gs	1	0	gs\dungeons.gs	EA Orc city level 2	encounter-key	20	0	encounter-earth-encounter28b
earth/encounter29	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter29.gs	1	0	gs\dungeons.gs	EA Orc barrack	encounter-key	19	0	encounter-earth-encounter29
earth/encounter3	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter3.gs	1	0	gs\dungeons.gs	EA A2E1 Grendel	encounter-key	24	0	encounter-earth-encounter3
earth/encounter30	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter30.gs	1	0	gs\dungeons.gs	EA Orc thieves guild	encounter-key	20	0	encounter-earth-encounter30
earth/encounter31	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter31.gs	1	0	gs\dungeons.gs	EA Orc wizard tower	encounter-key	20	0	encounter-earth-encounter31
earth/encounter32	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter32.gs	1	0	gs\dungeons.gs	EA Merc Guild	encounter-key	20	0	encounter-earth-encounter32
earth/encounter4	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter4.gs	1	0	gs\dungeons.gs	EA A3E1 Accosted	encounter-key	21	0	encounter-earth-encounter4
earth/encounter5	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter5.gs	1	0	gs\dungeons.gs	EA A3E2 Animal1	encounter-key	21	0	encounter-earth-encounter5
earth/encounter6	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter6.gs	1	0	gs\dungeons.gs	EA A3E2 Animal2	encounter-key	21	0	encounter-earth-encounter6
earth/encounter7	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter7.gs	1	0	gs\dungeons.gs	EA A3E3 Recluse	encounter-key	21	0	encounter-earth-encounter7
earth/encounter8	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter8.gs	1	0	gs\dungeons.gs	EA A3E4 Plainsmen	encounter-key	20	0	encounter-earth-encounter8
earth/encounter9	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\encounter9.gs	1	0	gs\dungeons.gs	EA A3E5 Elven Gold	encounter-key	22	0	encounter-earth-encounter9
earth/genbrew	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\genbrew.gs	1	0	gs\dungeons.gs	Gen Brewery	encounter-key	17	0	encounter-earth-genbrew
earth/gencrys	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\gencrys.gs	1	0	gs\dungeons.gs	Gen Crystal	encounter-key	17	0	encounter-earth-gencrys
earth/genearth	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\earth\genearth.gs	1	0	gs\dungeons.gs	Earth Encounter	encounter-key	17	0	encounter-earth-genearth
earth/gengold	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\gengold.gs	1	0	gs\dungeons.gs	Gen Gold	encounter-key	17	0	encounter-earth-gengold
earth/gentroll	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\earth\gentroll.gs	1	0	gs\dungeons.gs	Troll Encounter	encounter-key	16	0	encounter-earth-gentroll
earth/orccave	encounter	catalog-entry	gs5r3	gs\dungeons\earth\orccave.gs	1	0	gs\DUNGEONS5.gs	Orc Cave	declared-name	17	0	encounter-earth-orccave
earth/orccaves	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\orccaves.gs	1	0	gs\dungeons.gs	OrcCaves	encounter-key	20	0	encounter-earth-orccaves
earth/orccaves2	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\orccaves2.gs	1	0	gs\dungeons.gs	OrcCaves 2	encounter-key	18	0	encounter-earth-orccaves2
earth/orccaves3	encounter	catalog-entry	vanilla,patch302	gs\dungeons\earth\orccaves3.gs	1	0	gs\dungeons.gs	OrcCaves 3	encounter-key	17	0	encounter-earth-orccaves3
earth/quest/barrow2	encounter	catalog-entry	gs5r3	gs\dungeons\earth\quest\barrow2.gs	1	0	gs\DUNGEONS5.gs	Barrow Level2	encounter-key	22	0	encounter-earth-quest-barrow2
earth/quest/barrows	encounter	catalog-entry	gs5r3	gs\dungeons\earth\quest\barrows.gs	1	0	gs\DUNGEONS5.gs	Barrows	encounter-key	23	0	encounter-earth-quest-barrows
earth/quest/encounter1	encounter	catalog-entry	gs5r3	gs\dungeons\earth\quest\encounter1.gs	1	0	gs\DUNGEONS5.gs	EA A0E1 Home	encounter-key	20	0	encounter-earth-quest-encounter1
earth/quest/encounter10	encounter	catalog-entry	gs5r3	gs\dungeons\earth\quest\encounter10.gs	1	0	gs\DUNGEONS5.gs	EA A3E6 ElvenFort	encounter-key	19	0	encounter-earth-quest-encounter10
earth/quest/encounter11	encounter	catalog-entry	gs5r3	gs\dungeons\earth\quest\encounter11.gs	1	0	gs\DUNGEONS5.gs	EA A3E7 ElvenCity	encounter-key	14	0	encounter-earth-quest-encounter11
earth/quest/encounter12	encounter	catalog-entry	gs5r3	gs\dungeons\earth\quest\encounter12.gs	1	0	gs\DUNGEONS5.gs	EA A4E1 Pantry	encounter-key	24	0	encounter-earth-quest-encounter12
earth/quest/encounter13	encounter	catalog-entry	gs5r3	gs\dungeons\earth\quest\encounter13.gs	1	0	gs\DUNGEONS5.gs	EA A5E2 RuinedFort	encounter-key	20	0	encounter-earth-quest-encounter13
earth/quest/encounter14	encounter	catalog-entry	gs5r3	gs\dungeons\earth\quest\encounter14.gs	1	0	gs\DUNGEONS5.gs	EA A6E1 OrcWarrior	encounter-key	22	0	encounter-earth-quest-encounter14
earth/quest/encounter15	encounter	catalog-entry	gs5r3	gs\dungeons\earth\quest\encounter15.gs	1	0	gs\DUNGEONS5.gs	EA A7E1 Ship4Sale	encounter-key	21	0	encounter-earth-quest-encounter15
earth/quest/encounter16	encounter	catalog-entry	gs5r3	gs\dungeons\earth\quest\encounter16.gs	1	0	gs\DUNGEONS5.gs	EA A7E2 El.Parties	encounter-key	20	0	encounter-earth-quest-encounter16
