profile	symbol	kind	field	shape	value	line
vanilla	order/encounter109	encounter	mapfile	text	map/fienc1.smp	1
vanilla	order/encounter109	encounter	name	name	T_scenario_order_encounter109_name	1
vanilla	order/encounter109	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter109	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter109	encounter	parley_encounter	number	0	1
vanilla	order/encounter109	encounter	scenario	text	Order6	1
vanilla	order/encounter109	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter109	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter109	encounter	tileset	text	til/cavelava.til	1
vanilla	order/encounter109	encounter	unknown_name	name	T_scenario_order_encounter109_unknown_name	1
vanilla	order/encounter11	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter11	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter11	encounter	army_specification	procedure	<procedure 38 tokens>	1
vanilla	order/encounter11	encounter	army_spoils_list	procedure	<procedure 9 tokens>	1
vanilla	order/encounter11	encounter	artifact_spoils_list	procedure	<procedure 5 tokens>	1
vanilla	order/encounter11	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter11	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter11	encounter	encounter	procedure	<procedure 34 tokens>	1
vanilla	order/encounter11	encounter	encounter_enter_text	name	T_scenario_order_encounter11_enter	1
vanilla	order/encounter11	encounter	encounter_enter_text2	name	T_scenario_order_encounter11_enter2	1
vanilla	order/encounter11	encounter	encounter_exit_text	name	T_scenario_order_encounter11_exit	1
vanilla	order/encounter11	encounter	faith	name	ORDER	1
vanilla	order/encounter11	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter11	encounter	key	text	or a1e11 - enc11	1
vanilla	order/encounter11	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter11	encounter	mapfile	text	map/castle.smp	1
vanilla	order/encounter11	encounter	name	name	T_scenario_order_encounter11_name	1
vanilla	order/encounter11	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter11	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter11	encounter	parley_encounter	number	0	1
vanilla	order/encounter11	encounter	scenario	text	Order1	1
vanilla	order/encounter11	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter11	encounter	spoils	procedure	<procedure 7 tokens>	1
vanilla	order/encounter11	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter11	encounter	tileset	text	til/libldg01.til	1
vanilla	order/encounter11	encounter	unknown_name	name	T_scenario_order_encounter11_unknown_name	1
vanilla	order/encounter110	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter110	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter110	encounter	army_specification	procedure	<procedure 53 tokens>	1
vanilla	order/encounter110	encounter	artifact_spoils_list	procedure	<procedure 8 tokens>	1
vanilla	order/encounter110	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter110	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter110	encounter	encounter	procedure	<procedure 5 tokens>	1
vanilla	order/encounter110	encounter	encounter_enter_text	name	T_scenario_order_encounter110_enter	1
vanilla	order/encounter110	encounter	encounter_exit_text	name	T_scenario_order_encounter110_exit	1
vanilla	order/encounter110	encounter	faith	name	ORDER	1
vanilla	order/encounter110	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter110	encounter	key	text	or a6e110 - enc110	1
vanilla	order/encounter110	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter110	encounter	mapfile	text	map/fienc1.smp	1
vanilla	order/encounter110	encounter	name	name	T_scenario_order_encounter110_name	1
vanilla	order/encounter110	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter110	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter110	encounter	quest_list	dictionary	<dictionary 6 tokens>	1
vanilla	order/encounter110	encounter	scenario	text	Order6	1
vanilla	order/encounter110	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter110	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter110	encounter	tileset	text	til/cavelava.til	1
vanilla	order/encounter110	encounter	unknown_name	name	T_scenario_order_encounter110_unknown_name	1
vanilla	order/encounter111	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter111	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter111	encounter	army_specification	procedure	<procedure 53 tokens>	1
vanilla	order/encounter111	encounter	army_spoils_list	procedure	<procedure 2 tokens>	1
vanilla	order/encounter111	encounter	artifact_spoils_list	procedure	<procedure 8 tokens>	1
vanilla	order/encounter111	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter111	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter111	encounter	encounter	procedure	<procedure 5 tokens>	1
vanilla	order/encounter111	encounter	encounter_enter_text	name	T_scenario_order_encounter111_enter	1
vanilla	order/encounter111	encounter	encounter_exit_text	name	T_scenario_order_encounter111_exit	1
vanilla	order/encounter111	encounter	faith	name	ORDER	1
vanilla	order/encounter111	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter111	encounter	key	text	or a6e111 - enc111	1
vanilla	order/encounter111	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter111	encounter	mapfile	text	map/fienc1.smp	1
vanilla	order/encounter111	encounter	name	name	T_scenario_order_encounter111_name	1
vanilla	order/encounter111	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter111	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter111	encounter	parley_encounter	number	0	1
vanilla	order/encounter111	encounter	quest_list	dictionary	<dictionary 6 tokens>	1
vanilla	order/encounter111	encounter	scenario	text	Order6	1
vanilla	order/encounter111	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter111	encounter	spoils	procedure	<procedure 7 tokens>	1
vanilla	order/encounter111	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter111	encounter	tileset	text	til/cavelava.til	1
vanilla	order/encounter111	encounter	unknown_name	name	T_scenario_order_encounter111_unknown_name	1
vanilla	order/encounter112	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter112	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter112	encounter	army_specification	procedure	<procedure 32 tokens>	1
vanilla	order/encounter112	encounter	army_spoils_list	procedure	<procedure 2 tokens>	1
vanilla	order/encounter112	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter112	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter112	encounter	encounter_attack_text	name	T_scenario_order_encounter112_attack	1
vanilla	order/encounter112	encounter	encounter_enter_text	name	T_scenario_order_encounter112_enter	1
vanilla	order/encounter112	encounter	encounter_enter_text2	name	T_scenario_order_encounter112_enter2	1
vanilla	order/encounter112	encounter	encounter_exit_text	name	T_scenario_order_encounter112_exit	1
vanilla	order/encounter112	encounter	faith	name	ORDER	1
vanilla	order/encounter112	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter112	encounter	key	text	or a6e112 - enc112	1
vanilla	order/encounter112	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter112	encounter	mapfile	text	map/eacave.smp	1
vanilla	order/encounter112	encounter	name	name	T_scenario_order_encounter112_name	1
vanilla	order/encounter112	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter112	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter112	encounter	parley_encounter	number	0	1
vanilla	order/encounter112	encounter	scenario	text	Order6	1
vanilla	order/encounter112	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter112	encounter	spoils	procedure	<procedure 13 tokens>	1
vanilla	order/encounter112	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter112	encounter	tileset	text	til/ruins01.til	1
vanilla	order/encounter112	encounter	unknown_name	name	T_scenario_order_encounter112_unknown_name	1
vanilla	order/encounter113	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter113	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter113	encounter	army_specification	procedure	<procedure 42 tokens>	1
vanilla	order/encounter113	encounter	artifact_spoils_list	procedure	<procedure 5 tokens>	1
vanilla	order/encounter113	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter113	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter113	encounter	encounter	procedure	<procedure 28 tokens>	1
vanilla	order/encounter113	encounter	encounter_enter_text	name	T_scenario_order_encounter113_enter	1
vanilla	order/encounter113	encounter	encounter_exit_text	name	T_scenario_order_encounter113_exit	1
vanilla	order/encounter113	encounter	faith	name	ORDER	1
vanilla	order/encounter113	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter113	encounter	key	text	or a6e113 - enc113	1
vanilla	order/encounter113	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter113	encounter	mapfile	text	map/eatowe.smp	1
vanilla	order/encounter113	encounter	name	name	T_scenario_order_encounter113_name	1
vanilla	order/encounter113	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter113	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter113	encounter	parley_encounter	number	0	1
vanilla	order/encounter113	encounter	resource_delta	procedure	<procedure 7 tokens>	1
vanilla	order/encounter113	encounter	scenario	text	Order6	1
vanilla	order/encounter113	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter113	encounter	spoils	procedure	<procedure 18 tokens>	1
vanilla	order/encounter113	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter113	encounter	tileset	text	til/ruins01.til	1
vanilla	order/encounter113	encounter	unknown_name	name	T_scenario_order_encounter113_unknown_name	1
vanilla	order/encounter114	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter114	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter114	encounter	army_specification	procedure	<procedure 11 tokens>	1
vanilla	order/encounter114	encounter	army_spoils_list	procedure	<procedure 2 tokens>	1
vanilla	order/encounter114	encounter	artifact_spoils_list	procedure	<procedure 8 tokens>	1
vanilla	order/encounter114	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter114	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter114	encounter	encounter	procedure	<procedure 24 tokens>	1
vanilla	order/encounter114	encounter	encounter_enter2_text	name	T_scenario_order_encounter114_enter2	1
vanilla	order/encounter114	encounter	encounter_enter_text	name	T_scenario_order_encounter114_enter	1
vanilla	order/encounter114	encounter	encounter_exit_text	name	T_scenario_order_encounter114_exit	1
vanilla	order/encounter114	encounter	faith	name	ORDER	1
vanilla	order/encounter114	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter114	encounter	key	text	or a6e114 - enc114	1
vanilla	order/encounter114	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter114	encounter	mapfile	text	map/fienc1.smp	1
vanilla	order/encounter114	encounter	name	name	T_scenario_order_encounter114_name	1
vanilla	order/encounter114	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter114	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter114	encounter	parley_encounter	number	1	1
vanilla	order/encounter114	encounter	quest_list	dictionary	<dictionary 4 tokens>	1
vanilla	order/encounter114	encounter	scenario	text	Order6	1
vanilla	order/encounter114	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter114	encounter	spoils	procedure	<procedure 14 tokens>	1
vanilla	order/encounter114	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter114	encounter	tileset	text	til/cavelava.til	1
vanilla	order/encounter114	encounter	unknown_name	name	T_scenario_order_encounter114_unknown_name	1
vanilla	order/encounter115	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter115	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter115	encounter	army_specification	procedure	<procedure 35 tokens>	1
vanilla	order/encounter115	encounter	army_spoils_list	procedure	<procedure 11 tokens>	1
vanilla	order/encounter115	encounter	artifact_spoils_list	procedure	<procedure 8 tokens>	1
vanilla	order/encounter115	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter115	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter115	encounter	encounter	procedure	<procedure 28 tokens>	1
vanilla	order/encounter115	encounter	encounter_enter_text	name	T_scenario_order_encounter115_enter	1
vanilla	order/encounter115	encounter	encounter_exit_text	name	T_scenario_order_encounter115_exit	1
vanilla	order/encounter115	encounter	faith	name	ORDER	1
vanilla	order/encounter115	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter115	encounter	key	text	or a6e115 - enc115	1
vanilla	order/encounter115	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter115	encounter	mapfile	text	map/castle.smp	1
vanilla	order/encounter115	encounter	name	name	T_scenario_order_encounter115_name	1
vanilla	order/encounter115	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter115	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter115	encounter	parley_encounter	number	0	1
vanilla	order/encounter115	encounter	quest_list	dictionary	<dictionary 4 tokens>	1
vanilla	order/encounter115	encounter	resource_delta	procedure	<procedure 7 tokens>	1
vanilla	order/encounter115	encounter	scenario	text	Order6	1
vanilla	order/encounter115	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter115	encounter	spells_spoils_list	procedure	<procedure 5 tokens>	1
vanilla	order/encounter115	encounter	spoils	procedure	<procedure 15 tokens>	1
vanilla	order/encounter115	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter115	encounter	tileset	text	til/ruins01.til	1
vanilla	order/encounter115	encounter	unknown_name	name	T_scenario_order_encounter115_unknown_name	1
vanilla	order/encounter116	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter116	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter116	encounter	army_specification	procedure	<procedure 70 tokens>	1
vanilla	order/encounter116	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter116	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter116	encounter	encounter	procedure	<procedure 28 tokens>	1
vanilla	order/encounter116	encounter	encounter_enter_text	name	T_scenario_order_encounter116_enter	1
vanilla	order/encounter116	encounter	encounter_exit_text	name	T_scenario_order_encounter116_exit	1
vanilla	order/encounter116	encounter	faith	name	ORDER	1
vanilla	order/encounter116	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter116	encounter	key	text	or a6e116 - enc116	1
vanilla	order/encounter116	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter116	encounter	mapfile	text	map/vortigrn.smp	1
vanilla	order/encounter116	encounter	name	name	T_scenario_order_encounter116_name	1
vanilla	order/encounter116	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter116	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter116	encounter	parley_encounter	number	0	1
vanilla	order/encounter116	encounter	scenario	text	Order6	1
vanilla	order/encounter116	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter116	encounter	spoils	procedure	<procedure 16 tokens>	1
vanilla	order/encounter116	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter116	encounter	tileset	text	til/libldg01.til	1
vanilla	order/encounter116	encounter	unknown_name	name	T_scenario_order_encounter116_unknown_name	1
vanilla	order/encounter118	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter118	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter118	encounter	army_specification	procedure	<procedure 41 tokens>	1
vanilla	order/encounter118	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter118	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter118	encounter	encounter	procedure	<procedure 28 tokens>	1
vanilla	order/encounter118	encounter	encounter_enter_text	name	T_scenario_order_encounter118_enter	1
vanilla	order/encounter118	encounter	encounter_exit_text	name	T_scenario_order_encounter118_exit	1
vanilla	order/encounter118	encounter	faith	name	ORDER	1
vanilla	order/encounter118	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter118	encounter	key	text	or a6e118 - enc118	1
vanilla	order/encounter118	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter118	encounter	mapfile	text	map/fitowe.smp	1
vanilla	order/encounter118	encounter	name	name	T_scenario_order_encounter118_name	1
vanilla	order/encounter118	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter118	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter118	encounter	parley_encounter	number	0	1
vanilla	order/encounter118	encounter	scenario	text	Order6	1
vanilla	order/encounter118	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter118	encounter	spoils	procedure	<procedure 7 tokens>	1
vanilla	order/encounter118	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter118	encounter	tileset	text	til/ruins01.til	1
vanilla	order/encounter118	encounter	unknown_name	name	T_scenario_order_encounter118_unknown_name	1
vanilla	order/encounter12	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter12	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter12	encounter	army_specification	procedure	<procedure 49 tokens>	1
vanilla	order/encounter12	encounter	army_spoils_list	procedure	<procedure 24 tokens>	1
vanilla	order/encounter12	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter12	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter12	encounter	encounter	procedure	<procedure 28 tokens>	1
vanilla	order/encounter12	encounter	encounter_enter_text	name	T_scenario_order_encounter12_enter	1
vanilla	order/encounter12	encounter	encounter_exit_text	name	T_scenario_order_encounter12_exit	1
vanilla	order/encounter12	encounter	faith	name	ORDER	1
vanilla	order/encounter12	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter12	encounter	key	text	or a1e12 - enc12	1
vanilla	order/encounter12	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter12	encounter	mapfile	text	map/pathwoods.smp	1
vanilla	order/encounter12	encounter	name	name	T_scenario_order_encounter12_name	1
vanilla	order/encounter12	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter12	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter12	encounter	parley_encounter	number	0	1
vanilla	order/encounter12	encounter	scenario	text	Order1	1
vanilla	order/encounter12	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter12	encounter	spoils	procedure	<procedure 5 tokens>	1
vanilla	order/encounter12	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter12	encounter	tileset	text	til/tilesa01.til	1
vanilla	order/encounter12	encounter	unknown_name	name	T_scenario_order_encounter12_unknown_name	1
vanilla	order/encounter13	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter13	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter13	encounter	army_specification	procedure	<procedure 41 tokens>	1
vanilla	order/encounter13	encounter	army_spoils_list	procedure	<procedure 12 tokens>	1
vanilla	order/encounter13	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter13	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter13	encounter	encounter	procedure	<procedure 53 tokens>	1
vanilla	order/encounter13	encounter	encounter_enter_text	name	T_scenario_order_encounter13_enter	1
vanilla	order/encounter13	encounter	encounter_exit_text	name	T_scenario_order_encounter13_exit	1
vanilla	order/encounter13	encounter	faith	name	ORDER	1
vanilla	order/encounter13	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter13	encounter	key	text	or a1e13 - enc13	1
vanilla	order/encounter13	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter13	encounter	mapfile	text	map/marsh.smp	1
vanilla	order/encounter13	encounter	name	name	T_scenario_order_encounter13_name	1
vanilla	order/encounter13	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter13	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter13	encounter	parley_encounter	number	0	1
vanilla	order/encounter13	encounter	scenario	text	Order1	1
vanilla	order/encounter13	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter13	encounter	spoils	procedure	<procedure 12 tokens>	1
vanilla	order/encounter13	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter13	encounter	tileset	text	til/tilesa01.til	1
vanilla	order/encounter13	encounter	unknown_name	name	T_scenario_order_encounter13_unknown_name	1
vanilla	order/encounter14	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter14	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter14	encounter	army_spoils_list	procedure	<procedure 9 tokens>	1
vanilla	order/encounter14	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter14	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter14	encounter	encounter	procedure	<procedure 28 tokens>	1
vanilla	order/encounter14	encounter	encounter_enter_text	name	T_scenario_order_encounter14_enter	1
vanilla	order/encounter14	encounter	encounter_exit_text	name	T_scenario_order_encounter14_exit	1
vanilla	order/encounter14	encounter	faith	name	DEATH	1
vanilla	order/encounter14	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter14	encounter	key	text	or a1e14 - enc14 6lvl	1
vanilla	order/encounter14	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter14	encounter	mapfile	text	map/detgil3.smp	1
vanilla	order/encounter14	encounter	name	name	T_scenario_order_encounter14_name	1
vanilla	order/encounter14	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter14	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter14	encounter	parley_encounter	number	0	1
vanilla	order/encounter14	encounter	quest_list	dictionary	<dictionary 6 tokens>	1
vanilla	order/encounter14	encounter	scenario	text	Order1	1
vanilla	order/encounter14	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter14	encounter	spoils	procedure	<procedure 7 tokens>	1
vanilla	order/encounter14	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter14	encounter	tileset	text	til/ruins01.til	1
vanilla	order/encounter14	encounter	unknown_name	name	T_scenario_order_encounter14_unknown_name	1
vanilla	order/encounter16	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter16	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter16	encounter	army_specification	procedure	<procedure 23 tokens>	1
vanilla	order/encounter16	encounter	army_spoils_list	procedure	<procedure 7 tokens>	1
vanilla	order/encounter16	encounter	artifact_spoils_list	procedure	<procedure 5 tokens>	1
vanilla	order/encounter16	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter16	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter16	encounter	encounter	procedure	<procedure 28 tokens>	1
vanilla	order/encounter16	encounter	encounter_enter_text	name	T_scenario_order_encounter16_enter	1
vanilla	order/encounter16	encounter	encounter_exit_text	name	T_scenario_order_encounter16_exit	1
vanilla	order/encounter16	encounter	faith	name	ORDER	1
vanilla	order/encounter16	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter16	encounter	key	text	or a1e16 - enc16	1
vanilla	order/encounter16	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter16	encounter	mapfile	text	map/pathwoods.smp	1
vanilla	order/encounter16	encounter	name	name	T_scenario_order_encounter16_name	1
vanilla	order/encounter16	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter16	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter16	encounter	parley_encounter	number	0	1
vanilla	order/encounter16	encounter	quest_list	dictionary	<dictionary 6 tokens>	1
vanilla	order/encounter16	encounter	scenario	text	Order1	1
vanilla	order/encounter16	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter16	encounter	spells_spoils_list	procedure	<procedure 11 tokens>	1
vanilla	order/encounter16	encounter	spoils	procedure	<procedure 11 tokens>	1
vanilla	order/encounter16	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter16	encounter	tileset	text	til/tilesa01.til	1
vanilla	order/encounter16	encounter	unknown_name	name	T_scenario_order_encounter16_unknown_name	1
vanilla	order/encounter17	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter17	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter17	encounter	army_specification	procedure	<procedure 11 tokens>	1
vanilla	order/encounter17	encounter	artifact_spoils_list	procedure	<procedure 8 tokens>	1
vanilla	order/encounter17	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter17	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter17	encounter	encounter_enter_text	name	T_scenario_order_encounter17_enter3	1
vanilla	order/encounter17	encounter	encounter_exit_text	name	T_scenario_order_encounter17_exit	1
vanilla	order/encounter17	encounter	faith	name	ORDER	1
vanilla	order/encounter17	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter17	encounter	key	text	or a1e17 - enc17	1
vanilla	order/encounter17	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter17	encounter	mapfile	text	map/niceinside.smp	1
vanilla	order/encounter17	encounter	name	name	T_scenario_order_encounter17_name	1
vanilla	order/encounter17	encounter	on_new_game	procedure	<procedure 3 tokens>	1
vanilla	order/encounter17	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
vanilla	order/encounter17	encounter	parley_encounter	number	1	1
vanilla	order/encounter17	encounter	quest_list	dictionary	<dictionary 4 tokens>	1
vanilla	order/encounter17	encounter	scenario	text	Order1	1
vanilla	order/encounter17	encounter	setup	procedure	<procedure 3 tokens>	1
vanilla	order/encounter17	encounter	spoils	procedure	<procedure 7 tokens>	1
vanilla	order/encounter17	encounter	sprite_type	expression	terrainsprites begin cave end	1
vanilla	order/encounter17	encounter	tileset	text	til/libldg01.til	1
vanilla	order/encounter17	encounter	unknown_name	name	T_scenario_order_encounter17_unknown_name	1
vanilla	order/encounter18	encounter	ai_leave_alone	name	true	1
vanilla	order/encounter18	encounter	alldie	procedure	<procedure 4 tokens>	1
vanilla	order/encounter18	encounter	artifact_spoils_list	procedure	<procedure 8 tokens>	1
vanilla	order/encounter18	encounter	discover_message	procedure	<procedure 3 tokens>	1
vanilla	order/encounter18	encounter	dummy	array	<array 5 tokens>	1
vanilla	order/encounter18	encounter	encounter	procedure	<procedure 2 tokens>	1
vanilla	order/encounter18	encounter	encounter_enter_text	name	T_scenario_order_encounter18_enter	1
vanilla	order/encounter18	encounter	encounter_exit_text	name	T_scenario_order_encounter18_exit	1
vanilla	order/encounter18	encounter	faith	name	ORDER	1
vanilla	order/encounter18	encounter	flee	procedure	<procedure 4 tokens>	1
vanilla	order/encounter18	encounter	key	text	or a1e18 - enc18	1
vanilla	order/encounter18	encounter	lose	procedure	<procedure 4 tokens>	1
vanilla	order/encounter18	encounter	mapfile	text	map/aitowe.smp	1
vanilla	order/encounter18	encounter	name	name	T_scenario_order_encounter18_name	1
vanilla	order/encounter18	encounter	owner	name	WANDERING_MONSTER_PLAYER	1
