name	uses	class	broad-candidate	operator-entry-point
T_PHRASE_political_effect_barter_accept_result	2	script-definition	no	-
T_PHRASE_political_effect_barter_propose0	2	script-definition	no	-
T_PHRASE_political_effect_barter_propose1	2	script-definition	no	-
T_PHRASE_political_effect_barter_propose2	2	script-definition	no	-
T_PHRASE_political_effect_barter_propose3	2	script-definition	no	-
T_PHRASE_political_effect_barter_propose4	2	script-definition	no	-
T_PHRASE_political_effect_barter_propose5	2	script-definition	no	-
T_PHRASE_political_effect_barter_propose6	2	script-definition	no	-
T_PHRASE_political_effect_barter_propose_result	2	script-definition	no	-
T_PHRASE_random_dungeon_text	2	script-definition	no	-
T_PHRASE_receive_great_temple_ai	1	script-definition	no	-
T_PHRASE_receive_great_temple_human	1	script-definition	no	-
T_PHRASE_receive_great_temple_human_change_status	1	script-definition	no	-
T_PHRASE_relinquish_great_temple	3	script-definition	no	-
T_PHRASE_relinquish_great_temple_human_change_status	3	script-definition	no	-
T_PHRASE_thieves_guild_balloonhelp	2	script-definition	no	-
T_PHRASE_watch_tower_balloonhelp	2	script-definition	no	-
T_PHRASE_wizards_tower_balloonhelp	2	script-definition	no	-
T_PHRASE_your_building_destroyed	1	script-definition	no	-
T_PHRASE_your_capital_conquered_by_lord	1	script-definition	no	-
T_PHRASE_your_capital_conquered_by_marauders	1	script-definition	no	-
T_PHRASE_your_city_conquered_by_lord	1	script-definition	no	-
T_PHRASE_your_city_conquered_by_marauders	1	script-definition	no	-
T_PHRASE_your_village_conquered_by_lord	1	script-definition	no	-
T_PHRASE_your_village_conquered_by_marauders	1	script-definition	no	-
T_Parley	21	script-definition	no	-
T_Play	1	script-definition	no	-
T_Plea	1	script-definition	no	-
T_PleaseWait	1	script-definition	no	-
T_Please_insert_CD	1	script-definition	no	-
T_Pray	1	script-definition	no	-
T_Prevparty	1	script-definition	no	-
T_Properties	1	script-definition	no	-
T_Properties_help	3	script-definition	no	-
T_Props	2	script-definition	no	-
T_QuestItemhelptext	1	script-definition	no	-
T_QuestRostertext	1	script-definition	no	-
T_RMG	2	script-definition	no	-
T_Random_Dungeons_off	1	script-definition	no	-
T_Random_Dungeons_on	1	script-definition	no	-
T_Rangehelptext	3	script-definition	no	-
T_RelocateArmyMessage0	1	script-definition	no	-
T_RelocateArmyMessage1	1	script-definition	no	-
T_RelocateArmyMessage2	1	script-definition	no	-
T_RelocateArmyMessage3	1	script-definition	no	-
T_RelocateArmyMessage4	1	script-definition	no	-
T_Request	1	script-definition	no	-
T_Rescue	1	script-definition	no	-
T_Restore_Health	3	script-definition	no	-
T_Restore_Mana	3	script-definition	no	-
T_Resync	1	script-definition	no	-
T_Retreat	80	script-definition	no	-
T_SAVING_GAME_BEFORE_COMBAT	1	script-definition	no	-
T_SAVING_MAP	1	script-definition	no	-
T_SBLDEffect_DEATH1	3	script-definition	no	-
T_SBLDEffect_DEATH2	3	script-definition	no	-
T_SBLDEffect_FIRE1	1	script-definition	no	-
T_SBLDEffect_FIRE2	1	script-definition	no	-
T_SBLDEffect_LIFE	6	script-definition	no	-
T_SBLDEffect_ORDER1	1	script-definition	no	-
T_SBLDEffect_ORDER2	1	script-definition	no	-
T_SBLDRequirement_B2	3	script-definition	no	-
T_SBLDRequirement_M2	12	script-definition	no	-
T_SBLDRequirement_Stronghold	3	script-definition	no	-
T_SBLDRequirements	3	script-definition	no	-
T_SBLGMessage0text_AIR	3	script-definition	no	-
T_SBLGMessage0text_CHAOS	5	script-definition	no	-
T_SBLGMessage0text_DEATH	3	script-definition	no	-
T_SBLGMessage0text_EARTH	3	script-definition	no	-
T_SBLGMessage0text_FIRE	3	script-definition	no	-
T_SBLGMessage0text_LIFE	3	script-definition	no	-
T_SBLGMessage0text_ORDER	5	script-definition	no	-
T_SBLGMessage0text_WATER	3	script-definition	no	-
T_SBLGMessage1text_AIR	3	script-definition	no	-
T_SBLGMessage1text_CHAOS	5	script-definition	no	-
T_SBLGMessage1text_DEATH	3	script-definition	no	-
T_SBLGMessage1text_EARTH	3	script-definition	no	-
T_SBLGMessage1text_FIRE	3	script-definition	no	-
T_SBLGMessage1text_LIFE	3	script-definition	no	-
T_SBLGMessage1text_ORDER	5	script-definition	no	-
T_SBLGMessage1text_WATER	3	script-definition	no	-
T_SBLGMessage2text_AIR	3	script-definition	no	-
T_SBLGMessage2text_CHAOS	5	script-definition	no	-
T_SBLGMessage2text_DEATH	3	script-definition	no	-
T_SBLGMessage2text_EARTH	3	script-definition	no	-
T_SBLGMessage2text_FIRE	3	script-definition	no	-
T_SBLGMessage2text_LIFE	3	script-definition	no	-
T_SBLGMessage2text_ORDER	5	script-definition	no	-
T_SBLGMessage2text_WATER	3	script-definition	no	-
T_SBLGMessage3text_AIR	3	script-definition	no	-
T_SBLGMessage3text_CHAOS	3	script-definition	no	-
T_SBLGMessage3text_DEATH	6	script-definition	no	-
T_SBLGMessage3text_EARTH	3	script-definition	no	-
T_SBLGMessage3text_FIRE	3	script-definition	no	-
T_SBLGMessage3text_LIFE	3	script-definition	no	-
T_SBLGMessage3text_ORDER	3	script-definition	no	-
T_SBLGMessage3text_WATER	3	script-definition	no	-
T_SBLGMessage4text_AIR	3	script-definition	no	-
T_SBLGMessage4text_CHAOS	3	script-definition	no	-
T_SBLGMessage4text_DEATH	3	script-definition	no	-
T_SBLGMessage4text_EARTH	3	script-definition	no	-
T_SBLGMessage4text_FIRE	3	script-definition	no	-
T_SBLGMessage4text_LIFE	6	script-definition	no	-
T_SBLGMessage4text_ORDER	3	script-definition	no	-
T_SBLGMessage4text_WATER	3	script-definition	no	-
T_SBLGMessage5text_AIR	3	script-definition	no	-
T_SBLGMessage5text_CHAOS	5	script-definition	no	-
T_SBLGMessage5text_EARTH	3	script-definition	no	-
T_SBLGMessage5text_FIRE	3	script-definition	no	-
T_SBLGMessage5text_LIFE	3	script-definition	no	-
T_SBLGMessage5text_ORDER	3	script-definition	no	-
T_SBLGMessage5text_WATER	3	script-definition	no	-
T_SBLGMessage6text_CHAOS	3	script-definition	no	-
T_SBLGMessage6text_EARTH	3	script-definition	no	-
T_SBLGMessage6text_FIRE	3	script-definition	no	-
T_SBLGMessage6text_ORDER	3	script-definition	no	-
T_SBLGMessage7text_ORDER	3	script-definition	no	-
T_SBLGMessage8text_ORDER	3	script-definition	no	-
T_SBLGUnit_CHAOS	1	script-definition	no	-
T_SBLGUnit_DEATH	3	script-definition	no	-
T_SBLGUnit_FIRE	1	script-definition	no	-
T_SBLGUnit_LIFE	5	script-definition	no	-
T_SBLGUnit_ORDER	3	script-definition	no	-
T_SBLGUnit_WATER	3	script-definition	no	-
T_Sacrifice	1	script-definition	no	-
T_Save	3	script-definition	no	-
T_Scen	6	script-definition	no	-
T_Selectpartyupkeep	1	script-definition	no	-
T_Selectpartyupkeep_Ale	1	script-definition	no	-
T_Selectpartyupkeep_Crystals	1	script-definition	no	-
T_Selectpartyupkeep_Gold	1	script-definition	no	-
T_Showquestrosterhelptext	2	script-definition	no	-
T_Showspecialninfohelptext	3	script-definition	no	-
T_Sir	1	script-definition	no	-
T_SoftwareBlit	4	script-definition	no	-
T_Special	2	script-definition	no	-
T_SpecialBuildingButtontext_AIR	3	script-definition	no	-
T_SpecialBuildingButtontext_CHAOS	3	script-definition	no	-
T_SpecialBuildingButtontext_DEATH	3	script-definition	no	-
T_SpecialBuildingButtontext_FIRE	3	script-definition	no	-
T_SpecialBuildingButtontext_LIFE	3	script-definition	no	-
T_SpecialBuildingButtontext_ORDER	3	script-definition	no	-
T_SpecialBuildingButtontext_WATER	3	script-definition	no	-
T_SpecialBuildingtext_AIR	5	script-definition	no	-
T_SpecialBuildingtext_CHAOS	5	script-definition	no	-
T_SpecialBuildingtext_DEATH	5	script-definition	no	-
T_SpecialBuildingtext_EARTH	5	script-definition	no	-
T_SpecialBuildingtext_FIRE	5	script-definition	no	-
T_SpecialBuildingtext_LIFE	5	script-definition	no	-
T_SpecialBuildingtext_ORDER	5	script-definition	no	-
T_SpecialBuildingtext_WATER	5	script-definition	no	-
T_Spell	2	script-definition	no	-
T_Spider_web	1	script-definition	no	-
T_Spider_web_placed	1	script-definition	no	-
T_Sprites	2	script-definition	no	-
T_Statue	8	script-definition	no	-
T_Storm_Giant	2	script-definition	no	-
T_Strengthhelptext	3	script-definition	no	-
T_Stronghold	1	script-definition	no	-
T_Strongholds	1	script-definition	no	-
T_SvLgd	5	script-definition	no	-
T_Terrain	2	script-definition	no	-
T_This_party_expenses	1	script-definition	no	-
T_Threat	1	script-definition	no	-
T_Tiles	2	script-definition	no	-
T_Tileset	2	script-definition	no	-
T_Total_Followers	1	script-definition	no	-
T_Total_Parties	1	script-definition	no	-
T_Total_Units	1	script-definition	no	-
T_Totalunits	1	script-definition	no	-
T_Totalunitshelptext	1	script-definition	no	-
T_Tower	12	script-definition	no	-
T_Trade	1	script-definition	no	-
T_Treasure	1	script-definition	no	-
T_Troll_Bridge	1	script-definition	no	-
T_UpgradeNowtext	6	script-definition	no	-
T_Upgradetext	15	script-definition	no	-
T_Version	4	script-definition	no	-
T_Village_balloonhelp	2	script-definition	no	-
T_WatchTowerhelptext	1	script-definition	no	-
T_WatchTowertext	5	script-definition	no	-
T_Water	3	script-definition	no	-
T_Water_Encounter_placed	5	script-definition	no	-
T_Water_Tower	1	script-definition	no	-
T_Water_vil	2	script-definition	no	-
T_Waterlibrary	2	script-definition	no	-
T_Wild_Beasts_placed	1	script-definition	no	-
T_Wilderness_Land_placed	1	script-definition	no	-
T_Wilderness_Sea_placed	1	script-definition	no	-
T_Wisdomhelptext	3	script-definition	no	-
T_Witch_tower	1	script-definition	no	-
T_Witch_tower_placed	1	script-definition	no	-
T_XFER_SCENARIO	1	script-definition	no	-
T_Yes	28	script-definition	no	-
T_You_must_first_choose_a_champion_type	1	script-definition	no	-
T_adjust	5	script-definition	no	-
T_alereportthelptext	6	script-definition	no	-
T_arthur	8	script-definition	no	-
T_artifact_fafnir_choice	3	script-definition	no	-
T_artifact_messy_name	3	script-definition	no	-
T_artifact_name_amiensbld	2	script-definition	no	-
T_artifact_name_dragonban	1	script-definition	no	-
T_artifact_name_dreamscrl	2	script-definition	no	-
T_artifact_name_ebelsletter	2	script-definition	no	-
T_artifact_name_gilbertclo	3	script-definition	no	-
T_artifact_name_greenscrf	1	script-definition	no	-
T_artifact_name_holygrail	3	script-definition	no	-
T_artifact_name_kingryonswd	1	script-definition	no	-
T_artifact_name_lionbelt	1	script-definition	no	-
T_artifact_name_longsper	1	script-definition	no	-
T_artifact_name_lovepot	2	script-definition	no	-
T_artifact_name_parzring	2	script-definition	no	-
T_artifact_name_ragnlsans	2	script-definition	no	-
T_artifact_name_shieldofval	1	script-definition	no	-
T_artifact_name_writofcamd	2	script-definition	no	-
T_artifact_sceptlich_name	1	script-definition	no	-
T_attackspells	2	script-definition	no	-
T_autocalcbuttontext	2	script-definition	no	-
T_avelion	5	script-definition	no	-
T_balin	5	script-definition	no	-
T_barters_earth_Accoust_Attack	2	script-definition	no	-
T_barters_earth_Accoust_Attacking	1	script-definition	no	-
T_barters_earth_Accoust_CombatExit	1	script-definition	no	-
T_barters_earth_Accoust_Exit	1	script-definition	no	-
T_barters_earth_Accoust_Lord	4	script-definition	no	-
T_barters_earth_Accoust_NonLord	1	script-definition	no	-
T_barters_earth_Ally	2	script-definition	no	-
T_barters_earth_Comeback	2	script-definition	no	-
T_barters_earth_Conquer	2	script-definition	no	-
T_barters_earth_ElvenCity	4	script-definition	no	-
T_barters_earth_ElvenCity_Attack	4	script-definition	no	-
T_barters_earth_ElvenCity_Attack_Exit	4	script-definition	no	-
T_barters_earth_ElvenCity_Exit	4	script-definition	no	-
T_barters_earth_ElvenParties	2	script-definition	no	-
T_barters_earth_ElvenParties_Attack	3	script-definition	no	-
T_barters_earth_ElvenParties_Attack_Exit	1	script-definition	no	-
T_barters_earth_ElvenParties_Exit	1	script-definition	no	-
T_barters_earth_Evillage	3	script-definition	no	-
T_barters_earth_Evillage_Attack	3	script-definition	no	-
T_barters_earth_Evillage_Attack_Exit	2	script-definition	no	-
T_barters_earth_Evillage_Exit	2	script-definition	no	-
T_barters_earth_KingRetinue	2	script-definition	no	-
T_barters_earth_KingRetinueA	2	script-definition	no	-
T_barters_earth_KingRetinueB	2	script-definition	no	-
T_barters_earth_KingRetinueC	2	script-definition	no	-
T_barters_earth_KingRetinueD	2	script-definition	no	-
T_barters_earth_MercA	1	script-definition	no	-
T_barters_earth_MercB	1	script-definition	no	-
T_barters_earth_Merc_Flee	1	script-definition	no	-
T_barters_earth_NoneBusiness	2	script-definition	no	-
T_barters_earth_Nvillage	3	script-definition	no	-
T_barters_earth_Nvillage_Attack	3	script-definition	no	-
T_barters_earth_Nvillage_Attack_Exit	2	script-definition	no	-
T_barters_earth_Nvillage_Exit	2	script-definition	no	-
T_barters_earth_Orc_Spawn1	1	script-definition	no	-
T_barters_earth_Orc_Spawn2	1	script-definition	no	-
T_barters_earth_Orc_Spawn231	2	script-definition	no	-
T_barters_earth_Orc_Spawn232	2	script-definition	no	-
T_barters_earth_Orc_Spawn233	2	script-definition	no	-
T_barters_earth_Orc_Spawn3	1	script-definition	no	-
T_barters_earth_OrderCity	1	script-definition	no	-
T_barters_earth_OrderCity_Attack	1	script-definition	no	-
T_barters_earth_OrderCity_Exit	2	script-definition	no	-
T_barters_earth_Plainmen	2	script-definition	no	-
T_barters_earth_Plainmen_Attack	2	script-definition	no	-
T_barters_earth_Plainmen_Attacking	2	script-definition	no	-
T_barters_earth_Plainmen_Cancel	1	script-definition	no	-
T_barters_earth_Plainmen_Exit	2	script-definition	no	-
T_barters_earth_Roving	1	script-definition	no	-
T_barters_earth_Roving_Attack	1	script-definition	no	-
T_barters_earth_Roving_Attack_Exit	1	script-definition	no	-
T_barters_earth_Roving_Exit	1	script-definition	no	-
T_barters_earth_SeekTreasure	2	script-definition	no	-
T_barters_earth_Shipmessage	1	script-definition	no	-
T_barters_earth_Ships_Attack	3	script-definition	no	-
T_barters_earth_Ships_AttackExit	1	script-definition	no	-
T_barters_earth_Ships_ComebackOffer	1	script-definition	no	-
T_barters_earth_Ships_Exit	1	script-definition	no	-
T_barters_earth_Ships_LifeDead	1	script-definition	no	-
T_barters_earth_Ships_Lord	2	script-definition	no	-
T_barters_earth_Ships_NonLord	2	script-definition	no	-
T_barters_earth_Spider_Spawn1	1	script-definition	no	-
T_barters_earth_Spider_Spawn2	1	script-definition	no	-
T_barters_earth_Svillage	3	script-definition	no	-
T_barters_earth_Svillage_Attack	3	script-definition	no	-
T_barters_earth_Svillage_Attack_Exit	2	script-definition	no	-
T_barters_earth_Svillage_Exit	2	script-definition	no	-
T_barters_earth_Teleport_Army	1	script-definition	no	-
T_barters_earth_Troll_Spawn1	1	script-definition	no	-
T_barters_earth_Troll_Spawn2	1	script-definition	no	-
T_barters_earth_Vyrm_Destroy1	3	script-definition	no	-
T_barters_earth_Vyrm_Destroy2	3	script-definition	no	-
T_barters_earth_Vyrm_Destroy_Barrack	1	script-definition	no	-
T_barters_earth_Vyrm_Destroy_City	1	script-definition	no	-
T_barters_earth_Vyrm_Destroy_Thieves	1	script-definition	no	-
T_barters_earth_Vyrm_Destroy_Wizard	1	script-definition	no	-
T_barters_earth_Wvillage	3	script-definition	no	-
T_barters_earth_Wvillage_Attack	3	script-definition	no	-
T_barters_earth_Wvillage_Attack_Exit	2	script-definition	no	-
T_barters_earth_Wvillage_Exit	2	script-definition	no	-
T_barters_forge_other_declines	3	script-definition	no	-
T_barters_forge_success	2	script-definition	no	-
T_barters_forge_when_approached	6	script-definition	no	-
T_barters_ladylake_when_approached	1	script-definition	no	-
T_bors	1	script-definition	no	-
T_building	5	script-definition	no	-
T_camelot	2	script-definition	no	-
T_cancel	3	script-definition	no	-
T_cannot_combine_0	1	script-definition	no	-
T_cannot_combine_1	1	script-definition	no	-
T_cannot_combine_10	1	script-definition	no	-
T_cannot_combine_2	1	script-definition	no	-
T_cannot_combine_3	1	script-definition	no	-
T_cannot_combine_4	1	script-definition	no	-
T_cannot_combine_5	1	script-definition	no	-
T_cannot_combine_6	1	script-definition	no	-
T_cannot_combine_7	1	script-definition	no	-
T_cannot_combine_8	1	script-definition	no	-
T_cannot_combine_9	1	script-definition	no	-
T_cannot_combine_strs	1	script-definition	no	-
T_cantmovehelptext	1	script-definition	no	-
T_chalet	1	script-definition	no	-
T_champion	17	script-definition	no	-
T_charedit_but1	2	script-definition	no	-
T_charedit_but2	2	script-definition	no	-
T_charedit_but3	2	script-definition	no	-
T_charedit_but4	2	script-definition	no	-
T_charedit_but5	2	script-definition	no	-
T_charedit_but6	2	script-definition	no	-
T_charedit_but7	4	script-definition	no	-
T_charedit_but8	2	script-definition	no	-
T_charedit_spells	2	script-definition	no	-
T_charedit_str1	2	script-definition	no	-
T_charedit_str2	2	script-definition	no	-
T_charedit_str3	2	script-definition	no	-
T_charedit_str4	2	script-definition	no	-
T_charedit_str5	2	script-definition	no	-
T_charedit_str6	2	script-definition	no	-
T_charedit_str7	2	script-definition	no	-
T_charedit_units	2	script-definition	no	-
T_chooseair	2	script-definition	no	-
T_choosechaos	2	script-definition	no	-
T_choosedeath	2	script-definition	no	-
T_choosedeath2	2	script-definition	no	-
T_chooseearth	2	script-definition	no	-
T_chooseearth2	2	script-definition	no	-
T_choosefire	2	script-definition	no	-
T_choosefire2	2	script-definition	no	-
T_chooselife	2	script-definition	no	-
T_chooseorder	2	script-definition	no	-
T_chooseorder2	2	script-definition	no	-
T_choosewater	2	script-definition	no	-
T_cityalehelptext	1	script-definition	no	-
T_citycrystalshelptext	1	script-definition	no	-
T_cityfamehelptext	1	script-definition	no	-
T_citygoldhelptext	1	script-definition	no	-
T_cityinitiateshelptext	1	script-definition	no	-
T_citymagistratehelptext	1	script-definition	no	-
T_citymarketplacehelptext	1	script-definition	no	-
T_citystrongholdhelptext	1	script-definition	no	-
T_citytavernhelptext	1	script-definition	no	-
T_citytemplehelptext	1	script-definition	no	-
T_cityzoomouthelptext	1	script-definition	no	-
T_combat_paused	4	script-definition	no	-
T_combat_paused_artifact_manipulation_allowed	2	script-definition	no	-
T_confirm_exit_question	6	script-definition	no	-
T_continue	2	script-definition	no	-
T_cost_charedit	4	script-definition	no	-
T_creature	24	script-definition	no	-
T_crystalreportthelptext	6	script-definition	no	-
T_current_attack_spell	1	script-definition	no	-
T_current_defend_spell	1	script-definition	no	-
T_current_general_spell	1	script-definition	no	-
T_current_terraform_spell	1	script-definition	no	-
T_currentturnhelptext	3	script-definition	no	-
T_death_fyi	1	script-definition	no	-
T_debrief_FAME	2	script-definition	no	-
T_debrief_Intellegence_report	2	script-definition	no	-
T_debrief_adversely	4	script-definition	no	-
T_debrief_all_prisoners_killed	2	script-definition	no	-
T_debrief_effect_action	4	script-definition	no	-
T_debrief_effect_action_allies	2	script-definition	no	-
T_debrief_effect_action_enemies	2	script-definition	no	-
T_debrief_effected_allies	2	script-definition	no	-
T_debrief_effected_enemies	2	script-definition	no	-
T_debrief_execute	2	script-definition	no	-
T_debrief_execute_question	2	script-definition	no	-
T_debrief_freepow	2	script-definition	no	-
T_debrief_freepow_question	2	script-definition	no	-
T_debrief_freeprisoner	2	script-definition	no	-
T_debrief_interrogate	2	script-definition	no	-
T_debrief_interrogate_info	2	script-definition	no	-
T_debrief_interrogate_unsucessful	2	script-definition	no	-
T_debrief_knockout	2	script-definition	no	-
T_debrief_knockout_kill	2	script-definition	no	-
T_debrief_knockout_noeffect	2	script-definition	no	-
T_debrief_knockout_question	2	script-definition	no	-
T_debrief_knockout_unconscious	2	script-definition	no	-
T_debrief_noinfo	2	script-definition	no	-
T_debrief_slightly	4	script-definition	no	-
T_debrief_some_prisoners_killed	2	script-definition	no	-
T_debrief_spy	2	script-definition	no	-
T_debrief_spy_combat	2	script-definition	no	-
T_debrief_spy_prisoner	2	script-definition	no	-
T_debrief_spy_successful	2	script-definition	no	-
T_debrief_spy_unsuccessful	2	script-definition	no	-
T_debrief_steal	2	script-definition	no	-
T_debrief_stealing_combat	2	script-definition	no	-
T_debrief_stealing_prisoner	2	script-definition	no	-
T_debrief_stealing_successful	2	script-definition	no	-
T_debrief_torture	2	script-definition	no	-
T_debrief_torture_info	2	script-definition	no	-
T_debrief_torture_unsucessful	2	script-definition	no	-
T_defensespells	2	script-definition	no	-
T_demand	3	script-definition	no	-
T_disbandhelptext	3	script-definition	no	-
T_dontshowtext	23	script-definition	no	-
T_dungeon	5	script-definition	no	-
T_earth_fyi	1	script-definition	no	-
T_economicreporthelptext	2	script-definition	no	-
T_editor_new_button_help	3	script-definition	no	-
T_elaine	2	script-definition	no	-
T_elevation	3	script-definition	no	-
T_encounter	5	script-definition	no	-
T_end_of_combat_question	2	script-definition	no	-
T_end_of_level_text	2	script-definition	no	-
T_endturnhelptext	5	script-definition	no	-
T_exit	13	script-definition	no	-
T_exit_button_help	3	script-definition	no	-
T_exitlibrary	2	script-definition	no	-
T_explain_lucky_survivor	2	script-definition	no	-
T_famereportthelptext	6	script-definition	no	-
T_filter	1	script-definition	no	-
T_fire_fyi	1	script-definition	no	-
T_flee_area	2	script-definition	no	-
T_fleetext	2	script-definition	no	-
T_fyi_buttonhelp	1	script-definition	no	-
T_fyi_title	1	script-definition	no	-
T_gaidon	1	script-definition	no	-
T_galahad	1	script-definition	no	-
T_gawain	2	script-definition	no	-
T_gen_cavern	8	script-definition	no	-
T_generalspells	2	script-definition	no	-
T_german_fyi	1	script-definition	no	-
T_gettherehelptext	1	script-definition	no	-
T_gift	3	script-definition	no	-
T_givescept	1	script-definition	no	-
T_globalalehelptext	2	script-definition	no	-
T_globalcrystalshelptext	2	script-definition	no	-
T_globalfamehelptext	2	script-definition	no	-
T_globalgoldhelptext	2	script-definition	no	-
T_globalinitshelptext	1	script-definition	no	-
T_goldreportthelptext	6	script-definition	no	-
T_gotohelptext	1	script-definition	no	-
T_grand_estate	6	script-definition	no	-
T_guenever_statue	1	script-definition	no	-
T_guenever_statue_unknown_name	1	script-definition	no	-
T_gunther	2	script-definition	no	-
T_hbarrow	2	script-definition	no	-
T_health	2	script-definition	no	-
T_hotkey_title	1	script-definition	no	-
T_index	5	script-definition	no	-
T_initiates_with_multiple_cities	1	script-definition	no	-
T_initiates_with_one_city	1	script-definition	no	-
T_initsreportthelptext	4	script-definition	no	-
T_intelreporthelptext	2	script-definition	no	-
T_keepscept	1	script-definition	no	-
T_lancelot	4	script-definition	no	-
T_large_estate	5	script-definition	no	-
T_last_save	3	script-definition	no	-
T_leaderdesctext	1	script-definition	no	-
T_leave	1	script-definition	no	-
T_leavecombat	2	script-definition	no	-
T_leperous_lady	1	script-definition	no	-
T_level	5	script-definition	no	-
T_life_estate	1	script-definition	no	-
T_load	5	script-definition	no	-
T_load_map	12	script-definition	no	-
T_load_map_help	3	script-definition	no	-
T_longmovehelptext	3	script-definition	no	-
T_lou_air_easy	1	script-definition	no	-
T_lou_air_hard	1	script-definition	no	-
T_lou_air_medium	1	script-definition	no	-
T_lou_air_new	1	script-definition	no	-
T_lou_chaos_easy	1	script-definition	no	-
T_lou_chaos_hard	1	script-definition	no	-
T_lou_chaos_medium	1	script-definition	no	-
T_lou_chaos_new	1	script-definition	no	-
T_lou_death	1	script-definition	no	-
T_lou_death_easy	1	script-definition	no	-
T_lou_death_hard	1	script-definition	no	-
T_lou_death_medium	1	script-definition	no	-
T_lou_death_new	1	script-definition	no	-
T_lou_earth	1	script-definition	no	-
T_lou_earth_easy	1	script-definition	no	-
T_lou_earth_hard	1	script-definition	no	-
T_lou_earth_medium	1	script-definition	no	-
T_lou_earth_new	1	script-definition	no	-
T_lou_fire	1	script-definition	no	-
T_lou_fire_easy	1	script-definition	no	-
T_lou_fire_hard	1	script-definition	no	-
T_lou_fire_medium	1	script-definition	no	-
T_lou_fire_new	1	script-definition	no	-
T_lou_german	1	script-definition	no	-
T_lou_life_easy	1	script-definition	no	-
T_lou_life_hard	1	script-definition	no	-
T_lou_life_medium	1	script-definition	no	-
T_lou_life_new	1	script-definition	no	-
T_lou_order	1	script-definition	no	-
T_lou_order_easy	1	script-definition	no	-
T_lou_order_hard	1	script-definition	no	-
T_lou_order_medium	1	script-definition	no	-
T_lou_order_new	1	script-definition	no	-
T_lou_water_easy	1	script-definition	no	-
T_lou_water_hard	1	script-definition	no	-
T_lou_water_medium	1	script-definition	no	-
T_lou_water_new	1	script-definition	no	-
T_lvl	7	script-definition	no	-
T_mage_text	1	script-definition	no	-
T_mages_dependent_on_level	1	script-definition	no	-
T_mageselecttext	1	script-definition	no	-
T_magistratehelptext	2	script-definition	no	-
T_markethelptext	2	script-definition	no	-
T_maxlvl	1	script-definition	no	-
T_memwarningstr1	1	script-definition	no	-
T_memwarningstr2	1	script-definition	no	-
T_memwarningtitle	1	script-definition	no	-
T_menu	5	script-definition	no	-
T_merlin	4	script-definition	no	-
T_military	18	script-definition	no	-
T_modem_game_name	1	script-definition	no	-
T_modem_title	1	script-definition	no	-
T_nascien	1	script-definition	no	-
T_netgmdlg_title	1	script-definition	no	-
T_new	6	script-definition	no	-
T_new_game	5	script-definition	no	-
T_new_scenario	3	script-definition	no	-
T_nexthelptext	1	script-definition	no	-
T_nimue	1	script-definition	no	-
T_no_spawn_monsters	1	script-definition	no	-
T_order_aimed_attack	1	script-definition	no	-
T_order_berserk	1	script-definition	no	-
T_order_cast_breath	1	script-definition	no	-
T_order_cave	2	script-definition	no	-
T_order_defend	1	script-definition	no	-
T_order_detect_thief	1	script-definition	no	-
T_order_execute	1	script-definition	no	-
T_order_free_prisoner	1	script-definition	no	-
T_order_fyi	1	script-definition	no	-
T_order_group_attack	1	script-definition	no	-
T_order_group_defend	1	script-definition	no	-
T_order_group_missile	1	script-definition	no	-
T_order_group_subdue	1	script-definition	no	-
T_order_interrogate	1	script-definition	no	-
T_order_knockout	1	script-definition	no	-
T_order_legend_champion_Balin	1	script-definition	no	-
T_order_normal_attack	1	script-definition	no	-
T_order_rally	1	script-definition	no	-
T_order_spit_web	1	script-definition	no	-
T_order_stealth	1	script-definition	no	-
T_order_subdue_attack	1	script-definition	no	-
T_order_surrender	1	script-definition	no	-
T_order_torture	1	script-definition	no	-
T_order_transfer_artifacts	1	script-definition	no	-
T_order_use_left_artifact	1	script-definition	no	-
T_order_use_right_artifact	1	script-definition	no	-
T_order_view_building	1	script-definition	no	-
T_outinworld2helptext	1	script-definition	no	-
T_outinworldhelptext	1	script-definition	no	-
T_overlandspells	2	script-definition	no	-
T_pagedownhelptext	3	script-definition	no	-
T_pageuphelptext	3	script-definition	no	-
T_panel10atext	1	script-definition	no	-
T_panel10text	1	script-definition	no	-
T_panel11text	1	script-definition	no	-
T_panel12text	1	script-definition	no	-
T_panel13text	1	script-definition	no	-
T_panel14text	1	script-definition	no	-
T_panel15text	1	script-definition	no	-
T_panel16text	1	script-definition	no	-
T_panel4text	1	script-definition	no	-
T_panel5text	1	script-definition	no	-
T_panel6text	1	script-definition	no	-
T_panel7atext	1	script-definition	no	-
T_panel7btext	1	script-definition	no	-
T_panel7ctext	1	script-definition	no	-
T_panel8text	1	script-definition	no	-
T_panel9text	1	script-definition	no	-
T_panelSH11text	1	script-definition	no	-
T_panelSH6text	1	script-definition	no	-
T_panelSH7atext	1	script-definition	no	-
T_panelSH7btext	1	script-definition	no	-
T_panelSH7ctext	1	script-definition	no	-
T_panelSH8text	1	script-definition	no	-
T_parziful	1	script-definition	no	-
T_pauseresumetext	2	script-definition	no	-
T_pellinor	1	script-definition	no	-
T_place	1	script-definition	no	-
T_plea	3	script-definition	no	-
T_points	6	script-definition	no	-
T_politicalreportthelptext	2	script-definition	no	-
T_prevhelptext	1	script-definition	no	-
T_prisoner_cant_interrogate_message	1	script-definition	no	-
